-35778.681681512295,-16873.161271124387,2733.191582206684,-11110.434147570732,-7227.556610639227,-75508.55448417325,56395.992893528644,18314.069441102794,-12201.716917538202,57993.69968040343
-14916.358162548577,16809.546654347123,6084.743365391361,51303.54228395046,59872.35385357271,-93709.30588949527,54203.18699982614,-22629.54718606024,4829.277325984349,59317.934862510716
90320.11698904664,-22794.194942813087,-42057.62256969596,-63145.5878810108,-28515.20833280425,-43377.32437232393,12637.689106257025,-1866.5143466532645,24895.82198296036,3400.397503542623
37376.80748601572,-3643.164594862837,3815.6283314914244,-7882.275038390973,-39981.02267551627,-17105.774409628742,17014.40990976093,22363.413449390555,41510.5828867069,93094.28366530014
15322.170505744296,-65652.79576300655,33288.16030684556,41711.83151352114,-27756.720022790734,14054.532943927004,33308.99335086229,11646.49255936006,2185.075109807396,132955.3283476699
56771.041640974705,35288.10303436681,-21014.172613013492,-53672.29321574901,-50507.105848851,5878.816043673214,-40958.78847791793,-39440.651039449076,-923.7690505899336,127250.6110067486
-6067.214910992632,20160.199676744884,10185.133498233201,-63432.59026718332,2064.2748664704777,-102710.92298902813,19310.485722647507,9289.951008712298,-46610.145386815595,41680.528632744295
39722.261355792805,-66672.2526609377,-37140.35289306269,-24860.322085991007,35197.76116483631,37359.345225737256,-21105.242926344195,87790.72517096909,-3780.411547237518,47422.2159908167
39436.99291818317,12740.588945748068,30395.621771483908,-45029.50962235656,52546.3954737725,-42189.848435999396,-3138.1015808257616,14691.697324583858,27837.37951655581,96150.08414019247
-4022.755139139581,3680.664448308007,-34600.51844668314,-30132.10504849036,-58919.11000346035,-74035.61623155147,-6355.789234077787,52702.07561827067,-78496.53193873994,69001.57364899837
4181.819842064993,-53355.545548188486,48767.276689164355,17591.945144293535,-43231.9310325748,-105784.85908876301,-10371.645128251701,14226.381746360079,18361.29160044693,2519.02648160836
-2830.80160492719,-25623.775709452322,-13799.089226630462,19664.340368648554,10804.377762196724,-13718.546506295559,-14874.282920696098,20351.00660168026,40331.92171485172,44662.80871337387
